2025-06-05 15:07:42.432 [info] Reading sessions from keychain...
2025-06-05 15:07:42.432 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.432 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.433 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.433 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.433 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.433 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.433 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.439 [info] Got 0 sessions for ...
2025-06-05 15:07:42.571 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.571 [info] Got 0 sessions for ...
2025-06-05 15:07:42.571 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.571 [info] Got 0 sessions for ...
2025-06-05 15:07:42.571 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.571 [info] Got 0 sessions for ...
2025-06-05 15:07:42.572 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.572 [info] Got 0 sessions for ...
2025-06-05 15:07:42.572 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.572 [info] Got 0 sessions for ...
2025-06-05 15:07:42.572 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.572 [info] Got 0 sessions for ...
2025-06-05 15:07:42.573 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.573 [info] Got 0 sessions for ...
2025-06-05 15:07:42.810 [info] Getting sessions for all scopes...
2025-06-05 15:07:42.810 [info] Got 0 sessions for ...
2025-06-05 15:07:43.356 [info] Getting sessions for read:user,repo,user:email,workflow...
2025-06-05 15:07:43.356 [info] Got 0 sessions for read:user,repo,user:email,workflow...
2025-06-05 15:07:44.335 [info] Getting sessions for all scopes...
2025-06-05 15:07:44.336 [info] Got 0 sessions for ...
2025-06-05 15:09:12.093 [info] Reading sessions from keychain...
2025-06-05 15:09:12.094 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.094 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.094 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.102 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.123 [info] Got 0 sessions for ...
2025-06-05 15:09:12.123 [info] Got 0 sessions for ...
2025-06-05 15:09:12.123 [info] Got 0 sessions for ...
2025-06-05 15:09:12.123 [info] Got 0 sessions for ...
2025-06-05 15:09:12.133 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.133 [info] Got 0 sessions for ...
2025-06-05 15:09:12.354 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.354 [info] Got 0 sessions for ...
2025-06-05 15:09:12.354 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.354 [info] Got 0 sessions for ...
2025-06-05 15:09:12.355 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.355 [info] Got 0 sessions for ...
2025-06-05 15:09:12.355 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.355 [info] Got 0 sessions for ...
2025-06-05 15:09:12.355 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.355 [info] Got 0 sessions for ...
2025-06-05 15:09:12.376 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.376 [info] Got 0 sessions for ...
2025-06-05 15:09:12.377 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.377 [info] Got 0 sessions for ...
2025-06-05 15:09:12.377 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.377 [info] Got 0 sessions for ...
2025-06-05 15:09:12.377 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.377 [info] Got 0 sessions for ...
2025-06-05 15:09:12.377 [info] Getting sessions for all scopes...
2025-06-05 15:09:12.377 [info] Got 0 sessions for ...
2025-06-05 15:09:12.995 [info] Getting sessions for read:user,repo,user:email,workflow...
2025-06-05 15:09:12.995 [info] Got 0 sessions for read:user,repo,user:email,workflow...
